id,date_listed,project_id,project_name,developer,ortsteil,bezirk,lat,lon,property_type,rooms,area_m2,floor,total_floors,energy_class,completion_year,total_project_units,possession_status,payment_plan,has_lift,has_balcony,has_parking,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
N002550,2024-12-13,NC0124,Living Frohnau,Becken,Frohnau,Reinickendorf,52.64147,13.27658,3_room,3,75.7,4,5,A_plus,2027,50,under_construction,tranches_quarterly,True,True,True,Kottbusser Tor U8,U8,221,15.5,614000,8114,662923,8763,3.5
N002551,2021-10-20,NC0011,Höfe Plänterwald,Berlinovo,Plänterwald,Treptow-Köpenick,52.47507,13.48331,3_room,3,72.9,0,5,A,2026,250,ready_within_6m,tranches_quarterly,True,True,True,Schlesisches Tor,U1,51,8.49,456000,6258,492442,6759,1.1
N002552,2022-12-30,NC0117,Domizil Französisch,Vonovia,Französisch Buchholz,Pankow,52.59381,13.42689,2_room,2,69.6,6,6,A,2026,250,under_construction,70_30,False,True,True,Schönleinstraße,U8,139,9.24,460000,6606,496822,7135,3.4
N002553,2021-04-12,NC0197,Hofgarten Alt-Treptow,Project Immobilien,Alt-Treptow,Treptow-Köpenick,52.4947,13.44106,5_room_plus,5,168.4,4,8,A_plus,2028,20,under_construction,off_plan_30_70,True,True,True,Kottbusser Tor U8,U8,21,4.91,1215000,7216,1312508,7794,1.1
N002554,2023-10-31,NC0018,Höfe Britz,Becken,Britz,Neukölln,52.44694,13.44204,3_room,3,66.8,2,12,A_plus,2027,20,completed,tranches_quarterly,True,True,True,Karl-Marx-Straße,U7,40,8.86,395000,5908,426531,6381,4.1
N002555,2026-03-05,NC0106,Höfe Tiergarten,Becken,Tiergarten,Mitte,52.51574,13.34745,3_room,3,86.7,3,5,A,2026,250,ready_within_6m,off_plan_30_70,True,True,False,Bellevue,Stadtbahn,5,2.05,1260000,14534,1360604,15697,3.1
N002556,2022-12-21,NC0025,Kiez Köpenick,STADT UND LAND,Köpenick (Ort),Treptow-Köpenick,52.44686,13.56094,4_room,4,114.9,1,4,A_plus,2027,500,under_construction,70_30,True,True,True,Kottbusser Tor U8,U8,139,14.62,796000,6932,860078,7487,3.4
N002557,2023-01-09,NC0105,Pavillon Lichterfelde,Gewobag,Lichterfelde,Steglitz-Zehlendorf,52.42565,13.31777,2_room,2,53.0,3,8,A_plus,2025,20,ready_within_6m,70_30,True,True,False,Heidelberger Platz,S Ringbahn,80,10.87,425000,8031,459415,8674,3.85
N002558,2023-08-05,NC0123,Pavillon Treptow,STADT UND LAND,Treptow,Treptow-Köpenick,52.48612,13.4531,3_room,3,79.1,6,6,A,2026,250,under_construction,tranches_quarterly,True,True,True,Rudow,U7,98,6.11,617000,7801,666366,8426,4.1
N002559,2023-12-22,NC0172,Pavillon Gatow,Becken,Gatow,Spandau,52.48549,13.17774,3_room,3,83.0,4,5,A,2027,500,ready_within_6m,70_30,True,True,False,Altstadt Spandau,U7,75,13.96,519000,6259,561048,6760,4.1
N002560,2023-11-06,NC0173,Quartier Hellersdorf,Trockland,Hellersdorf,Marzahn-Hellersdorf,52.54002,13.60707,3_room,3,92.4,2,5,B,2028,120,ready_within_6m,tranches_quarterly,True,True,True,Rosa-Luxemburg-Platz,U2,161,15.74,364000,3941,393104,4256,4.1
N002561,2024-07-10,NC0196,Park Friedenau,Becken,Friedenau,Tempelhof-Schöneberg,52.47282,13.31858,5_room_plus,5,221.8,6,6,B,2025,50,ready_within_6m,off_plan_30_70,True,True,True,Friedenau S,S1,11,6.28,2378000,10721,2568515,11578,3.5
N002562,2025-07-17,NC0166,Platz Müggelheim,Groth Gruppe,Müggelheim,Treptow-Köpenick,52.41935,13.68769,3_room,3,93.0,5,5,A,2026,250,under_construction,tranches_quarterly,True,True,False,Prinzenstraße,U1,254,23.6,608000,6540,657011,7063,3.1
N002563,2023-07-10,NC0132,Heimat Friedrichshagen,STADT UND LAND,Friedrichshagen,Treptow-Köpenick,52.4624,13.61503,2_room,2,56.1,11,12,B,2027,20,ready_within_6m,full_at_handover,False,True,True,Märkisches Museum,U2,182,17.15,457000,8142,493594,8793,4.1
N002564,2023-07-15,NC0067,Hofgarten Tiergarten,Berlinovo,Tiergarten,Mitte,52.5141,13.35763,2_room,2,59.0,0,4,A_plus,2024,250,completed,off_plan_30_70,True,True,False,Wittenbergplatz,U1,23,1.38,772000,13097,833915,14145,4.1
N002565,2026-03-09,NC0085,Höfe Wannsee,Bauwert,Wannsee,Steglitz-Zehlendorf,52.42625,13.15801,5_room_plus,5,148.8,1,5,A_plus,2024,20,ready_within_6m,70_30,True,False,False,Kurfürstendamm,U1,174,17.94,1703000,11441,1838708,12357,3.1
N002566,2021-12-14,NC0018,Höfe Britz,Becken,Britz,Neukölln,52.44694,13.44204,4_room,4,114.7,4,6,A_plus,2027,20,under_construction,70_30,True,True,True,Hermannstraße,U8,34,8.86,632000,5507,682227,5947,1.1
N002567,2022-03-06,NC0171,Wohnen Frohnau,Diamona & Harnisch,Frohnau,Reinickendorf,52.63789,13.28948,1_room,1,31.7,0,5,A,2025,20,ready_within_6m,tranches_quarterly,True,False,False,Südstern,U7,224,14.78,227000,7166,245041,7740,1.8
N002568,2024-08-20,NC0036,Gärten Schmöckwitz,Berlinovo,Schmöckwitz,Treptow-Köpenick,52.3725,13.6536,3_room,3,94.9,6,6,A,2028,50,ready_within_6m,off_plan_30_70,True,True,False,Rathaus Reinickendorf,U8,387,24.6,595000,6270,642320,6771,3.5
N002569,2021-11-20,NC0064,Kiez Plänterwald,Stofanel,Plänterwald,Treptow-Köpenick,52.48239,13.47212,1_room,1,30.3,1,12,A,2028,120,under_construction,full_at_handover,True,True,True,Nollendorfplatz,U1,105,7.42,207000,6836,223516,7383,1.1
N002570,2024-03-11,NC0127,Suites Falkenberg,Gewobag,Falkenberg,Lichtenberg,52.58589,13.54195,2_room,2,60.7,4,5,B,2025,20,under_construction,off_plan_30_70,True,True,True,Gesundbrunnen S,S Ringbahn,139,13.54,270000,4438,291091,4793,3.85
N002571,2023-01-22,NC0137,Heimat Marienfelde,Bauwert,Marienfelde,Tempelhof-Schöneberg,52.3999,13.36101,2_room,2,52.3,1,5,A_plus,2027,250,under_construction,full_at_handover,False,True,True,Warschauer Straße S,Stadtbahn,164,12.99,364000,6966,393217,7523,3.85
N002572,2025-02-11,NC0178,Suites Charlottenburg,Becken,Charlottenburg,Charlottenburg-Wilmersdorf,52.52157,13.31088,3_room,3,94.6,0,5,A_plus,2024,250,under_construction,70_30,True,True,True,Bismarckstraße,U7,12,4.56,1009000,10666,1090250,11519,3.3
N002573,2022-03-02,NC0155,Höfe Wittenau,Bonava,Wittenau,Reinickendorf,52.5831,13.33203,2_room,2,65.9,5,8,A,2026,20,completed,70_30,True,True,False,Rathaus Reinickendorf,U8,3,8.04,405000,6146,437473,6638,1.8
N002574,2026-04-16,NC0046,Häuser Französisch,Trockland,Französisch Buchholz,Pankow,52.5965,13.43452,4_room,4,116.1,1,4,A_plus,2026,500,under_construction,tranches_quarterly,True,True,False,Mierendorffplatz,U7,141,9.71,841000,7249,908570,7829,3.1
N002575,2026-03-04,NC0069,Pavillon Britz,Groth Gruppe,Britz,Neukölln,52.44972,13.44916,3_room,3,75.4,3,5,A,2024,20,under_construction,70_30,True,True,True,Grenzallee,U7,11,8.84,480000,6360,517908,6868,3.1
N002576,2022-03-04,NC0009,Atelier Malchow,Bonava,Malchow,Lichtenberg,52.57542,13.48677,1_room,1,21.9,5,6,A_plus,2027,500,ready_within_6m,off_plan_30_70,True,True,True,Westhafen,S Ringbahn,126,9.88,131000,5989,141326,6468,1.8
N002577,2021-02-24,NC0106,Höfe Tiergarten,Becken,Tiergarten,Mitte,52.51574,13.34745,4_room,4,140.9,8,8,A,2026,250,ready_within_6m,70_30,True,True,True,Mendelssohn-Bartholdy,U2,28,2.05,1697000,12044,1833035,13007,1.1
N002578,2021-02-10,NC0077,Höfe Britz,Buwog,Britz,Neukölln,52.45055,13.44052,2_room,2,57.3,0,6,B,2025,120,completed,off_plan_30_70,True,False,False,Tiergarten S,Stadtbahn,115,8.46,301000,5243,324586,5663,1.1
N002579,2022-01-03,NC0079,Towers Weißensee,TAG Immobilien,Weißensee,Pankow,52.55117,13.47499,3_room,3,59.1,4,8,A_plus,2025,250,ready_within_6m,off_plan_30_70,True,True,False,Frankfurter Allee,S Ringbahn,52,7.64,411000,6954,444161,7510,1.8
N002580,2025-02-07,NC0161,Lofts Gesundbrunnen,Vonovia,Gesundbrunnen,Mitte,52.54639,13.40089,4_room,4,112.3,5,6,A_plus,2027,20,under_construction,full_at_handover,True,True,True,Gesundbrunnen S,S Ringbahn,13,3.7,1082000,9635,1168393,10406,3.3
N002581,2024-04-01,NC0173,Quartier Hellersdorf,Trockland,Hellersdorf,Marzahn-Hellersdorf,52.54002,13.60707,1_room,1,30.9,2,6,A,2028,120,under_construction,off_plan_30_70,True,True,True,Landsberger Allee,S Ringbahn,114,15.74,142000,4598,153272,4965,3.85
N002582,2023-04-24,NC0073,Häuser Karlshorst,Becken,Karlshorst,Lichtenberg,52.47832,13.53584,1_room,1,39.1,1,5,A,2026,250,under_construction,tranches_quarterly,True,True,True,Frankfurter Allee,S Ringbahn,73,11.51,234000,5975,252544,6453,3.85
N002583,2024-07-16,NC0031,Platz Kreuzberg,Trockland,Kreuzberg,Friedrichshain-Kreuzberg,52.49945,13.39317,2_room,2,53.6,0,8,A_plus,2027,20,ready_within_6m,full_at_handover,True,False,True,Yorckstraße,U7,17,2.15,609000,11369,658249,12279,3.5
N002584,2022-05-10,NC0126,Häuser Kladow,Bauwert,Kladow,Spandau,52.45089,13.14089,2_room,2,53.5,0,6,A_plus,2027,500,under_construction,full_at_handover,True,False,False,Adenauerplatz,U7,155,17.61,360000,6724,388660,7262,1.8
N002585,2024-10-26,NC0079,Towers Weißensee,TAG Immobilien,Weißensee,Pankow,52.55117,13.47499,4_room,4,106.4,1,4,A_plus,2025,250,under_construction,full_at_handover,True,False,True,Botanischer Garten,S1,198,7.64,769000,7232,830830,7811,3.5
N002586,2022-09-18,NC0011,Höfe Plänterwald,Berlinovo,Plänterwald,Treptow-Köpenick,52.47507,13.48331,2_room,2,77.6,2,5,A_plus,2026,250,ready_within_6m,full_at_handover,False,True,True,Heinrich-Heine-Straße,U8,77,8.49,566000,7299,611784,7883,3.4
N002587,2024-05-19,NC0183,Häuser Friedenau,Diamona & Harnisch,Friedenau,Tempelhof-Schöneberg,52.4695,13.34061,3_room,3,69.1,2,5,B,2025,500,under_construction,tranches_quarterly,True,True,True,Uhlandstraße,U1,53,5.78,681000,9861,735584,10650,3.85
N002588,2024-05-09,NC0024,Towers Moabit,Stofanel,Moabit,Mitte,52.53255,13.32498,3_room,3,93.8,4,5,A,2024,250,completed,70_30,True,False,False,Yorckstraße,U7,73,4.0,888000,9463,958636,10220,3.85
N002589,2024-09-10,NC0046,Häuser Französisch,Trockland,Französisch Buchholz,Pankow,52.5965,13.43452,2_room,2,71.2,4,4,B,2026,500,under_construction,off_plan_30_70,True,True,True,Residenzstraße,U8,79,9.71,442000,6213,477690,6710,3.5
N002590,2021-05-23,NC0131,Quartier Köpenick,ZIEGERT EverEstate,Köpenick (Ort),Treptow-Köpenick,52.45361,13.56559,4_room,4,97.7,1,8,A,2025,250,ready_within_6m,70_30,True,True,False,Nollendorfplatz,U1,185,14.51,601000,6155,649226,6648,1.1
N002591,2024-06-27,NC0034,Platz Wilmersdorf,GHL Berlin,Wilmersdorf,Charlottenburg-Wilmersdorf,52.49335,13.32526,3_room,3,81.1,1,8,A,2027,250,under_construction,70_30,True,True,False,Mehringdamm,U7,51,4.37,902000,11122,974442,12012,3.85
N002592,2023-10-29,NC0097,Gärten Charlottenburg-Nord,Gewobag,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.52929,13.28251,3_room,3,77.9,5,5,B,2026,250,completed,full_at_handover,True,True,True,Voltastraße,U8,89,6.6,594000,7621,641550,8231,4.1
N002593,2025-04-10,NC0017,Hofgarten Lichtenrade,Groth Gruppe,Lichtenrade,Tempelhof-Schöneberg,52.39883,13.40163,1_room,1,40.6,3,4,A_plus,2027,250,under_construction,full_at_handover,True,True,True,Frankfurter Allee,S Ringbahn,172,13.16,296000,7275,319240,7858,3.3
N002594,2021-08-27,NC0003,Pavillon Spandau,Gewobag,Spandau (Ort),Spandau,52.55034,13.20838,4_room,4,79.4,5,5,A,2027,50,under_construction,tranches_quarterly,True,False,False,Westkreuz,S Ringbahn,95,12.06,357000,4498,385886,4858,1.1
N002595,2025-10-29,NC0016,Carré Plänterwald,Investa Real Estate,Plänterwald,Treptow-Köpenick,52.48962,13.47076,1_room,1,38.7,1,6,A,2027,20,under_construction,tranches_quarterly,True,True,False,Karl-Marx-Straße,U7,32,6.96,277000,7148,298986,7720,3.1
N002596,2026-04-28,NC0027,Park Hohenschönhausen,Stofanel,Hohenschönhausen,Lichtenberg,52.56406,13.51623,3_room,3,105.7,4,8,B,2027,500,under_construction,full_at_handover,True,False,True,Anhalter Bahnhof,S1,139,10.77,588000,5565,635251,6010,3.1
N002597,2024-05-30,NC0140,Towers Lichtenberg,Trockland,Lichtenberg (Ort),Lichtenberg,52.51264,13.49025,4_room,4,112.7,4,8,A,2028,500,completed,off_plan_30_70,True,True,False,Frankfurter Allee,S Ringbahn,17,7.63,752000,6667,811636,7200,3.85
N002598,2025-02-18,NC0124,Living Frohnau,Becken,Frohnau,Reinickendorf,52.64147,13.27658,2_room,2,70.5,0,8,A,2027,50,under_construction,full_at_handover,True,False,False,Kottbusser Tor U8,U8,223,15.5,487000,6916,526328,7469,3.3
N002599,2022-07-16,NC0009,Atelier Malchow,Bonava,Malchow,Lichtenberg,52.57542,13.48677,4_room,4,97.6,4,4,B,2027,500,ready_within_6m,tranches_quarterly,True,True,True,Osloer Straße,U8,93,9.88,534000,5474,576960,5912,3.4
N002600,2021-01-15,NC0190,Kiez Frohnau,Investa Real Estate,Frohnau,Reinickendorf,52.6304,13.28628,2_room,2,59.5,3,6,A_plus,2026,500,ready_within_6m,off_plan_30_70,True,True,False,Wittenau U,U8,63,14.11,394000,6632,425885,7162,1.1
N002601,2025-12-03,NC0063,Carré Dahlem,GAGFAH,Dahlem,Steglitz-Zehlendorf,52.45761,13.29771,4_room,4,129.8,0,12,A,2027,500,under_construction,tranches_quarterly,True,False,True,Zoologischer Garten,U2,73,8.48,1384000,10660,1494716,11512,3.1
N002602,2025-11-04,NC0185,Domizil Nikolassee,GAGFAH,Nikolassee,Steglitz-Zehlendorf,52.43952,13.19798,4_room,4,123.4,0,8,A_plus,2026,500,under_construction,tranches_quarterly,True,False,False,Schlachtensee,S1,19,14.87,1368000,11083,1477604,11970,3.1
N002603,2025-08-02,NC0115,Living Mariendorf,Berlinovo,Mariendorf,Tempelhof-Schöneberg,52.44131,13.39152,2_room,2,46.9,5,5,A,2024,250,under_construction,full_at_handover,True,True,True,Schlesisches Tor,U1,91,8.39,353000,7524,380768,8125,3.1
N002604,2024-06-29,NC0111,Park Halensee,Berlinovo,Halensee,Charlottenburg-Wilmersdorf,52.49528,13.29473,1_room,1,40.7,2,8,A,2027,120,under_construction,full_at_handover,True,True,False,Halensee S,S Ringbahn,3,6.08,470000,11560,507746,12485,3.85
N002605,2022-04-17,NC0190,Kiez Frohnau,Investa Real Estate,Frohnau,Reinickendorf,52.6304,13.28628,2_room,2,70.7,3,5,A_plus,2026,500,under_construction,70_30,True,True,True,Friedrichstraße,Stadtbahn,168,14.11,489000,6914,527784,7467,1.8
N002606,2025-07-28,NC0144,Carré Adlershof,ZIEGERT EverEstate,Adlershof,Treptow-Köpenick,52.42986,13.53101,1_room,1,35.8,0,12,A_plus,2026,50,ready_within_6m,70_30,True,True,False,Südstern,U7,130,14.15,250000,7003,270420,7563,3.1
N002607,2023-05-29,NC0016,Carré Plänterwald,Investa Real Estate,Plänterwald,Treptow-Köpenick,52.48962,13.47076,3_room,3,62.7,0,4,A,2027,20,under_construction,70_30,True,True,False,Treptower Park,S Ringbahn,11,6.96,515000,8207,555701,8864,3.85
N002608,2023-08-29,NC0021,Towers Waidmannslust,STADT UND LAND,Waidmannslust,Reinickendorf,52.596,13.33523,2_room,2,71.1,2,5,A,2025,20,under_construction,tranches_quarterly,True,True,False,Wittenau U,U8,17,9.32,375000,5281,405535,5703,4.1
N002609,2026-03-08,NC0131,Quartier Köpenick,ZIEGERT EverEstate,Köpenick (Ort),Treptow-Köpenick,52.45361,13.56559,1_room,1,30.7,5,12,A_plus,2025,250,completed,70_30,True,True,False,Savignyplatz,Stadtbahn,211,14.51,212000,6887,228537,7438,3.1
N002610,2025-04-21,NC0025,Kiez Köpenick,STADT UND LAND,Köpenick (Ort),Treptow-Köpenick,52.44686,13.56094,1_room,1,42.9,6,6,A,2027,500,completed,full_at_handover,True,True,True,Ostkreuz,S Ringbahn,108,14.62,341000,7946,368293,8582,3.3
N002611,2022-03-21,NC0128,Lofts Lübars,Trockland,Lübars,Reinickendorf,52.60422,13.36301,3_room,3,63.5,1,6,A_plus,2025,50,completed,off_plan_30_70,False,True,False,Paracelsus-Bad,U8,53,9.83,495000,7799,534513,8423,1.8
N002612,2022-05-04,NC0099,Allee Grünau,GAGFAH,Grünau,Treptow-Köpenick,52.40577,13.57903,2_room,2,58.3,4,6,A,2027,120,under_construction,off_plan_30_70,True,True,False,Kleistpark,U7,211,18.36,337000,5771,363510,6233,1.8
N002613,2022-12-09,NC0068,Atelier Friedrichshain,Investa Real Estate,Friedrichshain,Friedrichshain-Kreuzberg,52.5188,13.44086,3_room,3,72.5,4,8,A_plus,2026,250,ready_within_6m,off_plan_30_70,True,True,True,Bernauer Straße,U8,49,4.28,1057000,14577,1141460,15743,3.4
N002614,2021-08-11,NC0071,Living Marzahn,Diamona & Harnisch,Marzahn,Marzahn-Hellersdorf,52.54558,13.55316,4_room,4,83.1,0,6,A,2028,20,under_construction,tranches_quarterly,True,True,False,Hermannplatz U8,U8,137,12.31,359000,4317,387389,4663,1.1
N002615,2023-06-25,NC0152,Allee Plänterwald,GAGFAH,Plänterwald,Treptow-Köpenick,52.48571,13.47455,4_room,4,106.3,3,4,A_plus,2027,500,ready_within_6m,tranches_quarterly,True,True,True,Schönleinstraße,U8,50,7.39,701000,6599,757377,7127,3.85
N002616,2023-05-24,NC0200,Towers Treptow,GHL Berlin,Treptow,Treptow-Köpenick,52.49694,13.47907,3_room,3,79.7,1,4,A_plus,2028,500,under_construction,70_30,True,True,False,Jannowitzbrücke,Stadtbahn,57,7.19,558000,7000,602533,7560,3.85
N002617,2022-07-10,NC0016,Carré Plänterwald,Investa Real Estate,Plänterwald,Treptow-Köpenick,52.48962,13.47076,1_room,1,23.3,1,5,A_plus,2027,20,under_construction,off_plan_30_70,True,True,False,Britz-Süd,U7,76,6.96,149000,6375,160460,6885,3.4
N002618,2025-09-13,NC0048,Carré Karlshorst,ZIEGERT EverEstate,Karlshorst,Lichtenberg,52.48853,13.53009,1_room,1,43.7,0,4,A,2028,120,ready_within_6m,full_at_handover,True,True,False,Lipschitzallee,U7,98,10.77,273000,6258,295307,6759,3.1
N002619,2025-04-08,NC0001,Pavillon Moabit,STADT UND LAND,Moabit,Mitte,52.53672,13.34552,2_room,2,69.1,2,5,A,2028,120,under_construction,off_plan_30_70,True,True,True,Beusselstraße,S Ringbahn,17,3.15,739000,10700,798079,11556,3.3
N002620,2025-07-13,NC0050,Domizil Plänterwald,Vonovia,Plänterwald,Treptow-Köpenick,52.47719,13.46661,5_room_plus,5,118.4,0,8,A,2027,250,under_construction,tranches_quarterly,True,True,False,Jannowitzbrücke,Stadtbahn,70,7.43,957000,8080,1033611,8727,3.1
N002621,2022-12-18,NC0053,Suites Staaken,Buwog,Staaken,Spandau,52.53449,13.13129,2_room,2,45.4,4,8,A,2027,120,under_construction,full_at_handover,True,True,True,Rathaus Spandau,U7,63,16.79,199000,4378,214794,4728,3.4
N002622,2025-01-20,NC0155,Höfe Wittenau,Bonava,Wittenau,Reinickendorf,52.5831,13.33203,1_room,1,35.2,7,8,A_plus,2026,20,under_construction,70_30,True,True,False,Karl-Bonhoeffer-Nervenklinik,U8,9,8.04,225000,6392,242943,6904,3.3
N002623,2025-11-05,NC0153,Carré Gesundbrunnen,TAG Immobilien,Gesundbrunnen,Mitte,52.54801,13.37222,3_room,3,104.7,0,5,B,2027,500,under_construction,off_plan_30_70,False,True,True,Pankow U2,U2,37,3.55,901000,8610,973142,9299,3.1
N002624,2022-04-11,NC0015,Hofgarten Westend,Becken,Westend,Charlottenburg-Wilmersdorf,52.51558,13.2673,2_room,2,59.1,4,4,A,2028,120,ready_within_6m,70_30,True,True,False,Beusselstraße,S Ringbahn,58,7.47,634000,10732,685053,11591,1.8
N002625,2021-04-06,NC0054,Heimat Dahlem,Vonovia,Dahlem,Steglitz-Zehlendorf,52.45288,13.27761,3_room,3,71.1,2,6,A_plus,2025,500,under_construction,full_at_handover,True,True,True,Lichterfelde West,S1,31,9.78,914000,12858,986988,13887,1.1
N002626,2022-09-26,NC0124,Living Frohnau,Becken,Frohnau,Reinickendorf,52.64147,13.27658,4_room,4,90.6,5,6,A_plus,2027,50,under_construction,full_at_handover,True,True,False,Weinmeisterstraße,U8,194,15.5,691000,7631,746651,8242,3.4
N002627,2024-12-20,NC0132,Heimat Friedrichshagen,STADT UND LAND,Friedrichshagen,Treptow-Köpenick,52.4624,13.61503,3_room,3,84.3,7,8,A,2027,20,ready_within_6m,tranches_quarterly,True,True,True,Voltastraße,U8,218,17.15,668000,7927,721243,8561,3.5
N002628,2021-08-20,NC0124,Living Frohnau,Becken,Frohnau,Reinickendorf,52.64147,13.27658,3_room,3,108.1,4,4,A_plus,2027,50,completed,off_plan_30_70,True,True,True,Richard-Wagner-Platz,U7,161,15.5,735000,6803,793941,7347,1.1
N002629,2021-02-03,NC0196,Park Friedenau,Becken,Friedenau,Tempelhof-Schöneberg,52.47282,13.31858,3_room,3,81.7,0,5,A,2025,50,ready_within_6m,full_at_handover,True,True,False,Nollendorfplatz,U1,48,6.28,673000,8237,726778,8896,1.1
N002630,2022-05-12,NC0028,Quartier Pankow,Stofanel,Pankow (Ort),Pankow,52.56446,13.40181,1_room,1,39.0,4,5,B,2027,500,ready_within_6m,off_plan_30_70,True,True,True,Karl-Bonhoeffer-Nervenklinik,U8,60,5.6,320000,8219,345931,8876,1.8
N002631,2026-03-19,NC0055,Kiez Mitte,Berlinovo,Mitte (Ort),Mitte,52.52369,13.40652,3_room,3,81.7,4,5,A_plus,2028,250,under_construction,70_30,True,True,True,Alexanderplatz S,Stadtbahn,11,2.12,1184000,14496,1278789,15656,3.1
N002632,2021-06-27,NC0002,Towers Lichtenrade,Project Immobilien,Lichtenrade,Tempelhof-Schöneberg,52.39856,13.41426,4_room,4,137.3,4,4,A_plus,2026,500,under_construction,full_at_handover,True,True,False,Südkreuz,S Ringbahn,110,13.32,820000,5969,885171,6446,1.1
N002633,2025-04-04,NC0058,Gärten Britz,Gewobag,Britz,Neukölln,52.45139,13.44651,4_room,4,68.0,4,4,B,2026,500,ready_within_6m,full_at_handover,True,True,True,Karl-Marx-Straße,U7,32,8.59,444000,6532,479925,7054,3.3
N002634,2024-09-19,NC0004,Carré Borsigwalde,GAGFAH,Borsigwalde,Reinickendorf,52.59116,13.30229,2_room,2,72.2,4,4,B,2028,120,ready_within_6m,off_plan_30_70,True,True,True,Ostbahnhof,Stadtbahn,156,9.76,387000,5364,418118,5793,3.5
N002635,2025-04-24,NC0115,Living Mariendorf,Berlinovo,Mariendorf,Tempelhof-Schöneberg,52.44131,13.39152,3_room,3,69.1,1,8,A_plus,2024,250,under_construction,full_at_handover,True,True,False,Heidelberger Platz,S Ringbahn,83,8.39,409000,5911,441292,6384,3.3
N002636,2025-04-21,NC0133,Kiez Prenzlauer,Trockland,Prenzlauer Berg,Pankow,52.54799,13.43128,3_room,3,88.9,1,6,A,2025,500,completed,tranches_quarterly,True,True,True,Gesundbrunnen U,U8,36,5.06,987000,11098,1065677,11986,3.3
N002637,2025-11-26,NC0039,Heimat Wannsee,Becken,Wannsee,Steglitz-Zehlendorf,52.41448,13.17166,3_room,3,96.3,4,6,A_plus,2028,250,completed,tranches_quarterly,True,False,False,Wannsee,S1,12,17.97,972000,10098,1049867,10906,3.1
N002638,2023-08-13,NC0155,Höfe Wittenau,Bonava,Wittenau,Reinickendorf,52.5831,13.33203,4_room,4,78.3,3,5,A_plus,2026,20,completed,off_plan_30_70,True,True,True,Karl-Bonhoeffer-Nervenklinik,U8,11,8.04,491000,6276,530552,6778,4.1
N002639,2024-09-13,NC0065,Quartier Charlottenburg-Nord,STADT UND LAND,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.53908,13.29036,3_room,3,75.5,1,5,A_plus,2025,500,under_construction,off_plan_30_70,True,True,False,Westhafen,S Ringbahn,51,6.43,614000,8140,663339,8791,3.5
N002640,2025-07-06,NC0176,Heimat Spandau,Adler Group,Spandau (Ort),Spandau,52.53613,13.20092,4_room,4,118.3,2,5,B,2027,500,under_construction,off_plan_30_70,True,True,False,Rathaus Spandau,U7,6,12.16,637000,5389,688438,5820,3.1
