id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd
R000609,2020-10-06,Karlshorst,Lichtenberg,medium,52.4863,13.53187,2_room,2,68.0,1,3,altbau_pre_1949,F,hinterhaus,saniert,False,True,False,Yorckstraße,U7,125,10.96,574,249,823,8.45,False,3,889
R000610,2022-03-12,Hansaviertel,Mitte,high,52.52122,13.34283,4_room,4,137.7,2,5,modern_1990_2010,C,seitenflügel,saniert,True,True,False,Tiergarten S,Stadtbahn,6,2.42,3717,375,4091,27.0,False,3,4419
R000611,2021-08-29,Rudow,Neukölln,low,52.41466,13.48652,1_room,1,32.9,1,6,post_war_1949_1990,C,hinterhaus,saniert,False,True,False,Zwickauer Damm,U7,8,13.49,221,118,340,6.73,True,1,367
R000612,2020-04-23,Schmöckwitz,Treptow-Köpenick,medium,52.37238,13.64323,3_room,3,76.9,2,3,altbau_pre_1949,F,vorderhaus,modernisiert,False,False,True,Rudow,U7,140,24.08,857,240,1098,11.15,False,3,1186
R000613,2021-02-13,Baumschulenweg,Treptow-Köpenick,medium,52.46037,13.46344,4_room,4,90.3,3,5,altbau_pre_1949,G,gartenhaus,modernisiert,False,False,False,Parchimer Allee,U7,40,8.51,568,314,881,6.29,True,3,952
R000614,2023-12-26,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.4945,13.3019,4_room,4,83.0,0,4,post_war_1949_1990,F,vorderhaus,kernsaniert,False,True,False,Hermannplatz U8,U8,89,5.67,1243,411,1653,14.97,False,3,1786
R000615,2023-04-20,Grunewald,Charlottenburg-Wilmersdorf,high,52.47906,13.25333,5_room_plus,5,86.5,1,3,post_war_1949_1990,E,seitenflügel,saniert,False,True,False,Bismarckstraße,U7,59,9.38,1772,376,2147,20.47,False,2,2319
R000616,2022-12-16,Müggelheim,Treptow-Köpenick,low,52.42026,13.69419,1_room,1,43.6,6,6,modern_1990_2010,B,hinterhaus,modernisiert,True,False,False,Weinmeisterstraße,U8,267,23.95,443,202,645,10.16,True,3,697
R000617,2025-02-07,Britz,Neukölln,low,52.45205,13.45827,3_room,3,90.6,0,3,altbau_pre_1949,E,vorderhaus,renoviert,False,True,False,Neukölln,U7,24,8.99,1218,278,1496,13.44,True,2,1615
R000618,2024-07-31,Spandau (Ort),Spandau,low,52.53509,13.20162,1_room,1,32.3,0,3,post_war_1949_1990,G,vorderhaus,saniert,False,False,False,Berlin Hauptbahnhof,Stadtbahn,139,12.09,283,81,363,8.76,False,3,392
R000619,2024-06-08,Gatow,Spandau,medium,52.48659,13.1788,4_room,4,118.9,1,5,altbau_pre_1949,C,vorderhaus,saniert,False,False,True,Mierendorffplatz,U7,121,13.86,1321,424,1746,11.11,False,3,1885
R000620,2024-08-23,Prenzlauer Berg,Pankow,high,52.53688,13.41558,3_room,3,101.8,4,5,altbau_pre_1949,D,hinterhaus,kernsaniert,False,False,False,Rosa-Luxemburg-Platz,U2,17,3.44,1766,311,2077,17.34,True,3,2244
R000621,2023-12-17,Gesundbrunnen,Mitte,medium,52.55111,13.37888,2_room,2,67.6,4,4,altbau_pre_1949,F,vorderhaus,kernsaniert,False,True,False,Franz-Neumann-Platz,U8,28,3.87,908,254,1162,13.43,False,1,1255
R000622,2023-06-30,Lichtenrade,Tempelhof-Schöneberg,low,52.4001,13.38911,1_room,1,33.1,2,5,modern_1990_2010,B,gartenhaus,saniert,True,True,False,Jannowitzbrücke,Stadtbahn,159,12.94,361,157,519,10.93,False,3,560
R000623,2025-04-29,Schmöckwitz,Treptow-Köpenick,medium,52.36761,13.6408,4_room,4,134.3,2,4,post_war_1949_1990,D,vorderhaus,renoviert,True,True,False,Alexanderplatz,U2,276,24.32,1370,400,1770,10.2,False,1,1911
R000624,2021-02-03,Mahlsdorf,Marzahn-Hellersdorf,low,52.50071,13.61917,1_room,1,33.0,1,5,post_war_1949_1990,C,vorderhaus,modernisiert,False,True,False,Ostkreuz,S Ringbahn,125,16.43,159,90,249,4.83,False,3,269
R000625,2026-04-12,Kladow,Spandau,medium,52.46212,13.13641,4_room,4,79.0,2,5,altbau_pre_1949,D,vorderhaus,renovierungsbedürftig,True,True,False,Richard-Wagner-Platz,U7,167,17.41,1132,265,1397,14.33,True,3,1508
R000626,2020-06-20,Britz,Neukölln,low,52.45157,13.45149,2_room,2,69.3,1,5,new_post_2010,A_plus,vorderhaus,modernisiert,False,False,False,Parchimer Allee,U7,4,8.76,796,185,980,11.48,True,1,1059
R000627,2025-01-04,Niederschönhausen,Pankow,medium,52.57492,13.41223,2_room,2,55.3,0,4,altbau_pre_1949,F,vorderhaus,renoviert,False,False,True,Adenauerplatz,U7,133,6.92,901,140,1042,16.31,True,3,1125
R000628,2021-03-30,Friedrichshagen,Treptow-Köpenick,medium,52.45129,13.60566,1_room,1,31.4,6,6,post_war_1949_1990,E,hinterhaus,renovierungsbedürftig,True,False,True,Stadtmitte,U2,212,17.05,272,85,357,8.66,False,3,386
R000629,2023-01-14,Rudow,Neukölln,low,52.42753,13.48648,3_room,3,103.7,0,3,altbau_pre_1949,E,vorderhaus,modernisiert,False,False,False,Zwickauer Damm,U7,4,12.32,975,552,1528,9.41,True,2,1650
R000630,2025-07-03,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51541,13.46662,1_room,1,38.7,1,3,altbau_pre_1949,G,vorderhaus,renoviert,False,False,False,Landsberger Allee,S Ringbahn,24,6.02,671,140,811,17.33,False,3,876
R000631,2025-12-07,Kladow,Spandau,medium,52.44683,13.14764,2_room,2,67.3,1,5,altbau_pre_1949,F,hinterhaus,saniert,False,False,False,Heinrich-Heine-Straße,U8,236,17.39,637,226,863,9.46,False,1,932
R000632,2023-10-03,Karow,Pankow,low,52.62701,13.45396,5_room_plus,5,150.6,0,4,altbau_pre_1949,G,hinterhaus,kernsaniert,False,False,True,Stadtmitte,U2,157,13.35,1156,511,1667,7.68,False,2,1800
R000633,2021-05-12,Spandau (Ort),Spandau,low,52.53377,13.20777,2_room,2,64.3,4,5,post_war_1949_1990,F,seitenflügel,modernisiert,True,True,False,Wannsee,S1,164,11.66,460,238,698,7.14,False,3,754
R000634,2020-08-01,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48559,13.31451,3_room,3,99.2,1,6,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,False,False,False,Fehrbelliner Platz,U7,10,5.47,1028,278,1306,10.37,True,3,1410
R000635,2020-03-30,Biesdorf,Marzahn-Hellersdorf,low,52.51026,13.54114,2_room,2,54.9,2,5,post_war_1949_1990,H,vorderhaus,modernisiert,True,False,False,Uhlandstraße,U1,186,11.08,240,202,442,4.38,True,2,477
R000636,2021-05-15,Tegel,Reinickendorf,medium,52.58838,13.28279,3_room,3,99.6,0,4,altbau_pre_1949,H,vorderhaus,saniert,False,True,False,Pankow U2,U2,96,10.27,676,314,989,6.79,False,3,1069
R000637,2023-06-11,Marienfelde,Tempelhof-Schöneberg,low,52.41617,13.37147,1_room,1,33.0,8,8,post_war_1949_1990,C,vorderhaus,saniert,True,False,False,Warschauer Straße S,Stadtbahn,142,11.14,380,164,543,11.51,True,3,587
R000638,2024-01-12,Rudow,Neukölln,low,52.42359,13.5007,1_room,1,45.1,1,5,post_war_1949_1990,G,vorderhaus,kernsaniert,True,True,True,Rudow,U7,5,13.25,436,137,573,9.68,True,3,619
R000639,2023-07-09,Staaken,Spandau,low,52.52932,13.13976,1_room,1,33.3,1,4,post_war_1949_1990,D,hinterhaus,modernisiert,False,False,False,Ruhleben,U2,78,16.16,247,125,372,7.42,False,3,402
R000640,2025-03-21,Alt-Treptow,Treptow-Köpenick,medium,52.48297,13.45956,2_room,2,47.9,3,4,post_war_1949_1990,E,vorderhaus,kernsaniert,True,True,True,Warschauer Straße S,Stadtbahn,23,6.67,573,164,736,11.96,False,2,795
R000641,2021-07-06,Lichterfelde,Steglitz-Zehlendorf,medium,52.43432,13.31574,2_room,2,42.9,4,5,post_war_1949_1990,E,vorderhaus,kernsaniert,True,True,False,Hermannplatz,U7,120,10.04,471,142,613,10.99,False,3,662
R000642,2023-05-18,Hansaviertel,Mitte,high,52.51307,13.34159,5_room_plus,5,165.5,3,6,new_post_2010,B,hinterhaus,modernisiert,True,True,False,Tiergarten S,Stadtbahn,11,2.47,5386,692,6078,32.55,False,3,6565
R000643,2022-03-03,Hansaviertel,Mitte,high,52.52639,13.34522,3_room,3,61.9,0,6,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,False,Tiergarten S,Stadtbahn,8,2.47,1308,231,1538,21.14,False,3,1662
R000644,2020-01-01,Kaulsdorf,Marzahn-Hellersdorf,low,52.52423,13.5814,1_room,1,36.5,0,4,post_war_1949_1990,D,hinterhaus,renovierungsbedürftig,True,True,False,Voltastraße,U8,176,13.81,177,119,297,4.86,False,2,320
R000645,2021-02-25,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47962,13.29292,4_room,4,112.3,1,4,post_war_1949_1990,F,vorderhaus,saniert,False,True,False,Savignyplatz,Stadtbahn,50,7.04,1475,347,1822,13.14,False,3,1967
R000646,2023-11-14,Lichterfelde,Steglitz-Zehlendorf,medium,52.43052,13.30223,5_room_plus,5,108.8,0,3,post_war_1949_1990,D,seitenflügel,saniert,False,True,False,Botanischer Garten,S1,18,10.82,1703,382,2085,15.65,True,3,2252
R000647,2026-04-19,Westend,Charlottenburg-Wilmersdorf,high,52.51185,13.26562,2_room,2,67.5,2,8,altbau_pre_1949,E,vorderhaus,modernisiert,False,True,False,Adenauerplatz,U7,41,7.6,1233,260,1492,18.25,True,3,1612
R000648,2025-08-08,Konradshöhe,Reinickendorf,medium,52.60447,13.23589,3_room,3,109.2,2,4,post_war_1949_1990,F,vorderhaus,kernsaniert,False,False,True,Schöneberg S,S Ringbahn,200,13.71,1014,430,1444,9.29,True,3,1560
R000649,2024-05-14,Französisch Buchholz,Pankow,medium,52.60156,13.42064,2_room,2,71.5,0,4,altbau_pre_1949,F,gartenhaus,modernisiert,False,False,False,Frankfurter Allee,S Ringbahn,116,9.91,954,234,1188,13.33,True,2,1283
R000650,2026-03-25,Halensee,Charlottenburg-Wilmersdorf,high,52.4975,13.29943,4_room,4,118.8,3,4,post_war_1949_1990,E,vorderhaus,modernisiert,True,True,False,Warschauer Straße S,Stadtbahn,128,5.69,1787,387,2174,15.04,False,3,2348
R000651,2022-01-12,Zehlendorf,Steglitz-Zehlendorf,high,52.42493,13.25072,4_room,4,91.5,1,5,post_war_1949_1990,C,hinterhaus,saniert,True,True,False,Zehlendorf S,S1,4,13.31,1512,297,1809,16.51,True,3,1953
R000652,2022-06-01,Baumschulenweg,Treptow-Köpenick,medium,52.45475,13.48279,2_room,2,64.7,2,5,post_war_1949_1990,D,vorderhaus,modernisiert,True,False,False,Stadtmitte,U2,97,9.87,804,256,1060,12.42,True,3,1145
R000653,2020-01-02,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53734,13.29107,4_room,4,119.8,0,5,altbau_pre_1949,H,gartenhaus,kernsaniert,False,True,False,Savignyplatz,Stadtbahn,46,6.31,1567,390,1957,13.08,True,1,2114
R000654,2022-05-18,Biesdorf,Marzahn-Hellersdorf,low,52.51004,13.56132,2_room,2,44.3,3,5,post_war_1949_1990,D,vorderhaus,modernisiert,False,False,False,Osloer Straße,U8,155,12.45,288,173,461,6.51,False,3,498
R000655,2025-02-17,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51622,13.30204,5_room_plus,5,133.2,4,5,altbau_pre_1949,H,vorderhaus,modernisiert,False,False,False,Wittenbergplatz,U1,38,5.12,2892,524,3415,21.7,True,3,3688
R000656,2025-04-24,Kladow,Spandau,medium,52.44983,13.15512,1_room,1,29.3,2,5,altbau_pre_1949,G,hinterhaus,modernisiert,False,False,False,Savignyplatz,Stadtbahn,161,16.79,279,100,379,9.5,False,3,409
R000657,2024-02-01,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47252,13.29816,5_room_plus,5,247.9,1,4,post_war_1949_1990,B,vorderhaus,kernsaniert,False,True,False,Heinrich-Heine-Straße,U8,115,7.26,4791,953,5744,19.32,True,3,6204
R000658,2026-02-05,Pankow (Ort),Pankow,medium,52.55843,13.40577,2_room,2,53.8,4,5,post_war_1949_1990,B,hinterhaus,modernisiert,True,False,False,Leinestraße,U8,129,5.05,673,206,879,12.51,False,3,949
R000659,2022-09-15,Wannsee,Steglitz-Zehlendorf,high,52.4199,13.16531,3_room,3,51.5,3,5,modern_1990_2010,E,vorderhaus,renovierungsbedürftig,True,True,False,Wannsee,S1,1,17.94,1255,207,1461,24.35,False,3,1578
R000660,2023-07-26,Marienfelde,Tempelhof-Schöneberg,low,52.41245,13.36907,3_room,3,95.4,0,6,post_war_1949_1990,B,vorderhaus,saniert,True,False,False,Tempelhof S,S Ringbahn,80,11.56,1172,475,1646,12.28,True,1,1778
R000661,2022-12-13,Nikolassee,Steglitz-Zehlendorf,high,52.43656,13.21064,4_room,4,131.4,3,6,altbau_pre_1949,E,vorderhaus,saniert,True,True,False,Nikolassee,S1,3,14.37,2874,580,3454,21.87,False,3,3731
R000662,2023-01-20,Köpenick (Ort),Treptow-Köpenick,medium,52.4462,13.58068,3_room,3,76.1,2,4,post_war_1949_1990,F,hinterhaus,kernsaniert,True,False,False,Boddinstraße,U8,131,15.8,591,260,850,7.76,True,3,918
R000663,2020-11-22,Hermsdorf,Reinickendorf,medium,52.60412,13.31156,1_room,1,33.0,0,4,post_war_1949_1990,D,hinterhaus,modernisiert,True,True,False,Wittenau U,U8,42,10.74,210,93,303,6.35,True,3,327
R000664,2025-12-24,Lichterfelde,Steglitz-Zehlendorf,medium,52.43301,13.29371,4_room,4,108.2,2,8,modern_1990_2010,F,vorderhaus,modernisiert,True,False,False,Wittenbergplatz,U1,99,10.87,1627,430,2057,15.04,True,2,2222
R000665,2021-07-10,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.50815,13.3035,3_room,3,70.4,0,6,modern_1990_2010,E,vorderhaus,kernsaniert,True,True,True,Richard-Wagner-Platz,U7,11,5.1,1000,217,1217,14.21,False,2,1314
R000666,2022-06-14,Treptow,Treptow-Köpenick,medium,52.48662,13.45925,3_room,3,94.8,1,6,altbau_pre_1949,F,seitenflügel,renovierungsbedürftig,False,True,True,Gesundbrunnen U,U8,103,6.43,1003,313,1317,10.58,False,3,1422
R000667,2020-12-18,Borsigwalde,Reinickendorf,low,52.58463,13.29288,1_room,1,37.7,2,5,new_post_2010,B,seitenflügel,renovierungsbedürftig,True,True,False,Zoologischer Garten,U2,113,9.52,404,104,508,10.7,False,3,549
R000668,2021-05-28,Gropiusstadt,Neukölln,low,52.43246,13.47325,1_room,1,46.8,2,5,post_war_1949_1990,D,gartenhaus,renovierungsbedürftig,False,True,False,Wutzkyallee,U7,16,11.35,370,129,499,7.92,False,3,539
R000669,2021-11-27,Hansaviertel,Mitte,high,52.51689,13.34326,2_room,2,46.1,5,6,post_war_1949_1990,F,vorderhaus,modernisiert,True,True,False,Hackescher Markt,Stadtbahn,48,2.33,894,116,1009,19.38,False,3,1090
R000670,2020-11-30,Blankenburg,Pankow,low,52.59969,13.44128,2_room,2,49.8,2,3,new_post_2010,B,seitenflügel,modernisiert,False,True,True,Wittenau U,U8,104,10.22,620,138,757,12.45,True,3,818
R000671,2021-01-12,Hellersdorf,Marzahn-Hellersdorf,low,52.53683,13.59885,3_room,3,129.2,0,6,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,Görlitzer Bahnhof,U1,155,15.13,496,492,988,3.84,False,2,1067
R000672,2023-02-12,Weißensee,Pankow,medium,52.56072,13.46443,1_room,1,32.7,6,8,altbau_pre_1949,E,vorderhaus,saniert,False,False,False,Greifswalder Straße,S Ringbahn,20,7.67,311,164,475,9.53,False,3,513
R000673,2025-06-14,Treptow,Treptow-Köpenick,medium,52.49041,13.47073,2_room,2,63.0,1,4,altbau_pre_1949,G,hinterhaus,modernisiert,False,False,False,Bernauer Straße,U8,90,6.92,816,219,1035,12.95,False,3,1118
R000674,2020-08-07,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51803,13.44327,5_room_plus,5,228.1,0,6,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,True,False,True,Landsberger Allee,S Ringbahn,23,4.44,2421,889,3309,10.61,True,1,3574
R000675,2022-05-31,Hellersdorf,Marzahn-Hellersdorf,low,52.5323,13.5972,3_room,3,89.1,0,4,post_war_1949_1990,D,hinterhaus,modernisiert,False,True,False,Tempelhof S,S Ringbahn,198,14.96,482,277,759,5.42,True,1,820
R000676,2024-01-13,Weißensee,Pankow,medium,52.55074,13.46837,2_room,2,49.9,4,5,altbau_pre_1949,C,seitenflügel,renovierungsbedürftig,False,True,False,Jannowitzbrücke,Stadtbahn,65,7.23,762,172,934,15.27,False,2,1009
R000677,2023-05-18,Halensee,Charlottenburg-Wilmersdorf,high,52.48774,13.28998,2_room,2,58.4,6,6,post_war_1949_1990,F,vorderhaus,renoviert,True,False,False,Adenauerplatz,U7,9,6.73,972,283,1255,16.65,False,1,1356
R000678,2020-08-28,Tiergarten,Mitte,high,52.51152,13.34676,2_room,2,53.6,6,8,modern_1990_2010,B,hinterhaus,renovierungsbedürftig,True,False,False,Tiergarten S,Stadtbahn,3,2.16,875,187,1061,16.33,True,2,1146
R000679,2020-09-26,Tegel,Reinickendorf,medium,52.58247,13.29887,4_room,4,93.2,1,3,post_war_1949_1990,H,hinterhaus,modernisiert,False,False,False,Jakob-Kaiser-Platz,U7,51,9.09,502,248,750,5.39,False,2,810
R000680,2026-03-18,Falkenhagener Feld,Spandau,low,52.54363,13.16499,1_room,1,41.7,2,3,new_post_2010,A,vorderhaus,renoviert,True,True,True,Residenzstraße,U8,140,14.71,483,163,646,11.59,True,3,698
R000681,2024-03-06,Lichtenberg (Ort),Lichtenberg,medium,52.5098,13.48679,1_room,1,40.1,0,5,altbau_pre_1949,C,hinterhaus,kernsaniert,False,True,False,Görlitzer Bahnhof,U1,60,7.42,469,117,587,11.71,False,3,634
R000682,2025-10-21,Adlershof,Treptow-Köpenick,medium,52.43072,13.55934,1_room,1,20.0,2,4,altbau_pre_1949,B,vorderhaus,saniert,False,True,False,Frankfurter Allee,S Ringbahn,122,15.55,299,54,353,14.95,False,3,381
R000683,2024-10-19,Hohenschönhausen,Lichtenberg,low,52.56797,13.5035,1_room,1,29.8,2,4,altbau_pre_1949,E,vorderhaus,kernsaniert,False,False,False,Bernauer Straße,U8,98,10.27,293,86,379,9.84,False,1,409
R000684,2025-03-18,Kreuzberg,Friedrichshain-Kreuzberg,high,52.51157,13.40202,4_room,4,108.1,1,4,altbau_pre_1949,G,seitenflügel,kernsaniert,False,False,False,Ostbahnhof,Stadtbahn,31,1.73,1516,390,1906,14.02,True,2,2058
R000685,2025-03-13,Staaken,Spandau,low,52.53848,13.15392,5_room_plus,5,187.5,5,5,new_post_2010,A_plus,gartenhaus,saniert,True,True,True,Schlachtensee,S1,145,15.34,2958,637,3595,15.78,False,3,3883
R000686,2023-08-28,Hermsdorf,Reinickendorf,medium,52.60907,13.30563,4_room,4,97.8,3,3,altbau_pre_1949,G,hinterhaus,saniert,False,True,True,Residenzstraße,U8,80,11.41,741,437,1177,7.58,False,3,1272
R000687,2025-10-09,Grünau,Treptow-Köpenick,medium,52.41772,13.58129,2_room,2,60.6,6,6,post_war_1949_1990,D,hinterhaus,modernisiert,False,False,False,Kurfürstenstraße,U1,206,17.62,563,225,788,9.3,False,1,851
R000688,2025-12-01,Rummelsburg,Lichtenberg,medium,52.50623,13.46266,3_room,3,88.0,1,5,altbau_pre_1949,G,seitenflügel,modernisiert,False,False,False,Karl-Marx-Straße,U7,53,5.86,904,289,1192,10.27,False,2,1288
R000689,2025-09-02,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.47883,13.31878,2_room,2,51.6,2,6,post_war_1949_1990,E,vorderhaus,saniert,False,True,False,Hohenzollerndamm S,S Ringbahn,5,5.77,1037,176,1213,20.1,False,3,1310
R000690,2022-02-15,Marzahn,Marzahn-Hellersdorf,low,52.54253,13.55947,4_room,4,112.9,4,5,post_war_1949_1990,G,seitenflügel,renovierungsbedürftig,True,True,False,Voltastraße,U8,140,12.64,662,292,954,5.86,False,3,1030
R000691,2025-04-01,Halensee,Charlottenburg-Wilmersdorf,high,52.49605,13.30854,3_room,3,110.9,2,4,altbau_pre_1949,G,hinterhaus,modernisiert,False,False,False,Hermannstraße S,S Ringbahn,119,5.19,1790,433,2223,16.15,False,2,2400
R000692,2023-03-23,Friedrichshain,Friedrichshain-Kreuzberg,high,52.52963,13.45198,1_room,1,37.2,3,3,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,Johannisthaler Chaussee,U7,113,5.24,701,177,878,18.86,True,3,948
R000693,2021-09-04,Neukölln (Ort),Neukölln,medium,52.4739,13.44275,4_room,4,118.5,1,3,post_war_1949_1990,D,vorderhaus,modernisiert,False,True,False,Rathaus Neukölln,U7,5,6.45,1528,451,1980,12.9,False,3,2138
R000694,2023-05-06,Zehlendorf,Steglitz-Zehlendorf,high,52.4197,13.24819,3_room,3,50.7,3,3,modern_1990_2010,G,seitenflügel,renoviert,True,True,False,Zehlendorf S,S1,1,13.87,1130,199,1329,22.29,False,3,1435
R000695,2022-08-04,Alt-Treptow,Treptow-Köpenick,medium,52.48543,13.46008,5_room_plus,5,202.1,0,6,altbau_pre_1949,F,vorderhaus,saniert,False,True,False,Hermannplatz,U7,23,6.55,3444,738,4182,17.04,False,3,4516
R000696,2020-01-14,Karlshorst,Lichtenberg,medium,52.48617,13.515,4_room,4,118.8,5,5,post_war_1949_1990,C,gartenhaus,saniert,True,True,False,Rathaus Neukölln,U7,77,9.88,1067,357,1424,8.99,False,3,1538
R000697,2023-07-20,Köpenick (Ort),Treptow-Köpenick,medium,52.45257,13.58914,1_room,1,36.6,4,5,post_war_1949_1990,F,vorderhaus,saniert,True,True,False,Hermannstraße,U8,119,15.98,330,173,503,9.0,False,2,544
R000698,2024-08-20,Lichterfelde,Steglitz-Zehlendorf,medium,52.43044,13.28205,4_room,4,82.5,3,5,post_war_1949_1990,E,gartenhaus,renovierungsbedürftig,True,True,False,Johannisthaler Chaussee,U7,122,11.54,1504,321,1825,18.22,False,3,1971
R000699,2023-03-05,Friedenau,Tempelhof-Schöneberg,high,52.47264,13.32221,4_room,4,100.0,4,5,modern_1990_2010,A,hinterhaus,renovierungsbedürftig,False,True,False,Möckernbrücke,U1,58,6.14,2137,365,2502,21.36,False,3,2702
R000700,2022-04-05,Lübars,Reinickendorf,medium,52.60735,13.35064,2_room,2,46.0,5,5,new_post_2010,A_plus,vorderhaus,renovierungsbedürftig,True,True,False,Lindauer Allee,U8,39,10.29,825,157,982,17.93,True,3,1061
R000701,2022-10-26,Nikolassee,Steglitz-Zehlendorf,high,52.43493,13.18752,3_room,3,46.2,0,5,post_war_1949_1990,F,hinterhaus,kernsaniert,False,True,False,Nikolassee,S1,3,15.74,686,170,856,14.85,False,2,924
R000702,2020-01-28,Hellersdorf,Marzahn-Hellersdorf,low,52.53369,13.60186,2_room,2,46.0,4,5,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,False,False,False,Tempelhof S,S Ringbahn,198,15.29,167,174,341,3.62,False,3,368
R000703,2025-02-20,Grunewald,Charlottenburg-Wilmersdorf,high,52.48525,13.24584,4_room,4,111.6,0,4,post_war_1949_1990,B,vorderhaus,kernsaniert,True,False,False,Potsdamer Platz,U2,108,9.57,3435,368,3803,30.78,False,2,4107
R000704,2025-01-11,Gatow,Spandau,medium,52.49264,13.1736,2_room,2,61.5,0,5,post_war_1949_1990,G,vorderhaus,renovierungsbedürftig,True,True,False,Ostbahnhof,Stadtbahn,208,14.06,485,168,653,7.88,True,3,705
R000705,2023-06-17,Schöneberg,Tempelhof-Schöneberg,high,52.46859,13.35872,3_room,3,100.6,3,4,altbau_pre_1949,F,gartenhaus,modernisiert,False,True,False,Ernst-Reuter-Platz,U2,51,5.46,1618,417,2035,16.08,False,1,2198
R000706,2020-12-12,Neukölln (Ort),Neukölln,medium,52.47009,13.44204,2_room,2,64.2,4,8,post_war_1949_1990,D,gartenhaus,modernisiert,False,False,False,Hermannstraße,U8,24,6.74,519,185,704,8.08,True,3,760
R000707,2022-01-01,Müggelheim,Treptow-Köpenick,low,52.4221,13.67701,4_room,4,90.2,5,5,new_post_2010,D,vorderhaus,saniert,True,True,False,Ostbahnhof,Stadtbahn,239,22.82,1036,239,1275,11.49,False,3,1377
R000708,2021-06-15,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51114,13.44351,2_room,2,67.7,0,4,altbau_pre_1949,B,vorderhaus,kernsaniert,False,False,False,Leinestraße,U8,64,4.49,1537,203,1741,22.72,True,2,1880
R000709,2025-10-21,Steglitz,Steglitz-Zehlendorf,medium,52.45918,13.32231,2_room,2,61.1,0,4,modern_1990_2010,C,seitenflügel,saniert,True,True,False,Südkreuz,S Ringbahn,39,7.38,872,209,1081,14.27,False,3,1167
R000710,2023-02-17,Falkenberg,Lichtenberg,low,52.58962,13.52942,1_room,1,44.7,5,5,modern_1990_2010,C,gartenhaus,renoviert,False,False,True,Warschauer Straße,U1,133,13.1,307,238,545,6.87,False,3,588
R000711,2026-01-31,Pankow (Ort),Pankow,medium,52.57653,13.42053,1_room,1,36.7,3,8,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,True,False,Eisenacher Straße,U7,118,7.3,656,121,777,17.87,False,2,839
R000712,2026-01-05,Grünau,Treptow-Köpenick,medium,52.42089,13.57107,3_room,3,108.6,2,3,new_post_2010,A,vorderhaus,renoviert,True,True,False,Bellevue,Stadtbahn,230,16.86,2168,323,2491,19.95,False,3,2690
R000713,2026-02-01,Falkenberg,Lichtenberg,low,52.59378,13.53882,3_room,3,91.7,2,4,altbau_pre_1949,G,gartenhaus,saniert,False,False,True,Prenzlauer Allee S,S Ringbahn,100,13.89,707,290,997,7.71,False,3,1077
