id,date_listed,year,month,year_month,ortsteil,bezirk,kiez_premium,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,has_lift,has_balcony,furnished,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur
R005181,2025-04-08,2025,4,2025-04,Hohenschönhausen,Lichtenberg,low,2_room,2,48.9,2,4,post_war_1949_1990,D,True,True,False,11.87,426,187,614,8.72
R005182,2024-02-09,2024,2,2024-02,Hansaviertel,Mitte,high,2_room,2,57.3,1,6,altbau_pre_1949,F,False,False,False,3.4,1424,170,1594,24.86
R005183,2026-01-16,2026,1,2026-01,Plänterwald,Treptow-Köpenick,medium,3_room,3,47.4,4,5,post_war_1949_1990,C,True,True,False,8.08,845,167,1013,17.82
R005184,2020-03-12,2020,3,2020-03,Karlshorst,Lichtenberg,medium,4_room,4,113.4,1,3,altbau_pre_1949,G,False,False,True,9.9,796,379,1174,7.02
R005185,2020-02-04,2020,2,2020-02,Plänterwald,Treptow-Köpenick,medium,3_room,3,93.9,4,5,post_war_1949_1990,G,True,True,False,6.82,621,302,924,6.62
R005186,2020-01-17,2020,1,2020-01,Mariendorf,Tempelhof-Schöneberg,medium,1_room,1,32.9,0,5,altbau_pre_1949,E,True,False,True,9.56,308,110,419,9.36
R005187,2025-08-22,2025,8,2025-08,Haselhorst,Spandau,low,5_room_plus,5,171.3,1,3,altbau_pre_1949,F,False,True,False,10.33,1888,457,2345,11.02
R005188,2021-07-13,2021,7,2021-07,Borsigwalde,Reinickendorf,low,2_room,2,72.3,5,6,post_war_1949_1990,D,True,True,False,9.55,443,192,635,6.12
R005189,2025-10-22,2025,10,2025-10,Kaulsdorf,Marzahn-Hellersdorf,low,3_room,3,74.9,0,6,post_war_1949_1990,G,True,True,False,14.17,479,191,670,6.4
R005190,2020-01-30,2020,1,2020-01,Nikolassee,Steglitz-Zehlendorf,high,1_room,1,34.9,5,6,post_war_1949_1990,F,False,True,False,15.22,441,123,564,12.65
R005191,2021-01-26,2021,1,2021-01,Tegel,Reinickendorf,medium,3_room,3,96.2,0,6,altbau_pre_1949,H,False,False,False,9.05,598,346,943,6.21
R005192,2024-06-15,2024,6,2024-06,Friedrichshain,Friedrichshain-Kreuzberg,high,4_room,4,73.2,5,5,post_war_1949_1990,G,True,False,False,5.98,1043,212,1255,14.26
R005193,2022-07-13,2022,7,2022-07,Mariendorf,Tempelhof-Schöneberg,medium,3_room,3,50.3,4,6,post_war_1949_1990,G,False,False,False,8.11,435,176,611,8.65
R005194,2023-06-20,2023,6,2023-06,Hohenschönhausen,Lichtenberg,low,2_room,2,57.4,1,4,altbau_pre_1949,E,False,True,False,11.21,445,290,735,7.75
R005195,2021-08-18,2021,8,2021-08,Lichtenrade,Tempelhof-Schöneberg,low,3_room,3,98.0,1,4,modern_1990_2010,B,False,True,False,13.81,859,363,1222,8.77
R005196,2024-10-19,2024,10,2024-10,Spandau (Ort),Spandau,low,4_room,4,74.5,6,6,post_war_1949_1990,D,False,True,False,11.88,568,255,823,7.63
R005197,2025-07-31,2025,7,2025-07,Friedrichshain,Friedrichshain-Kreuzberg,high,4_room,4,126.9,3,5,altbau_pre_1949,E,False,True,False,5.06,2681,378,3058,21.12
R005198,2020-10-18,2020,10,2020-10,Köpenick (Ort),Treptow-Köpenick,medium,2_room,2,52.6,2,3,post_war_1949_1990,E,False,False,False,14.97,441,154,595,8.37
R005199,2020-04-15,2020,4,2020-04,Lichtenberg (Ort),Lichtenberg,medium,3_room,3,103.1,4,5,post_war_1949_1990,A,True,True,False,6.84,1039,289,1328,10.08
R005200,2021-09-21,2021,9,2021-09,Prenzlauer Berg,Pankow,high,3_room,3,70.3,0,4,post_war_1949_1990,E,False,True,False,3.4,857,252,1109,12.19
R005201,2023-04-14,2023,4,2023-04,Tegel,Reinickendorf,medium,4_room,4,81.1,4,5,altbau_pre_1949,G,False,True,False,10.29,796,381,1176,9.81
R005202,2020-06-28,2020,6,2020-06,Nikolassee,Steglitz-Zehlendorf,high,2_room,2,60.4,5,6,post_war_1949_1990,E,False,True,False,15.12,827,211,1038,13.69
R005203,2022-08-22,2022,8,2022-08,Siemensstadt,Spandau,low,2_room,2,80.8,2,5,modern_1990_2010,B,True,True,False,8.14,870,291,1161,10.77
R005204,2023-06-01,2023,6,2023-06,Heiligensee,Reinickendorf,medium,2_room,2,32.5,4,5,post_war_1949_1990,B,False,True,False,15.1,324,170,494,9.95
R005205,2025-02-25,2025,2,2025-02,Weißensee,Pankow,medium,2_room,2,72.6,1,5,new_post_2010,A_plus,True,False,False,6.38,1174,245,1419,16.16
R005206,2020-10-15,2020,10,2020-10,Karlshorst,Lichtenberg,medium,3_room,3,96.4,1,6,altbau_pre_1949,C,True,False,True,11.78,846,348,1194,8.78
R005207,2024-07-06,2024,7,2024-07,Friedrichshagen,Treptow-Köpenick,medium,4_room,4,107.9,4,6,altbau_pre_1949,F,False,True,False,18.44,1167,427,1593,10.81
R005208,2020-10-20,2020,10,2020-10,Schmargendorf,Charlottenburg-Wilmersdorf,high,2_room,2,68.4,1,6,post_war_1949_1990,D,True,True,False,7.81,698,213,911,10.21
R005209,2020-01-26,2020,1,2020-01,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,53.9,1,3,post_war_1949_1990,D,False,False,False,17.34,291,213,504,5.4
R005210,2021-02-28,2021,2,2021-02,Reinickendorf (Ort),Reinickendorf,low,3_room,3,103.5,6,6,post_war_1949_1990,H,False,False,False,5.96,652,379,1031,6.3
R005211,2022-06-07,2022,6,2022-06,Lichtenberg (Ort),Lichtenberg,medium,3_room,3,73.6,1,3,post_war_1949_1990,G,False,False,True,7.34,487,234,721,6.62
R005212,2020-04-07,2020,4,2020-04,Pankow (Ort),Pankow,medium,2_room,2,63.8,3,4,new_post_2010,C,True,False,False,6.08,789,251,1040,12.38
R005213,2025-04-09,2025,4,2025-04,Lichtenrade,Tempelhof-Schöneberg,low,1_room,1,34.7,3,3,modern_1990_2010,C,True,True,True,12.89,403,126,528,11.6
R005214,2021-06-06,2021,6,2021-06,Plänterwald,Treptow-Köpenick,medium,3_room,3,85.3,4,8,altbau_pre_1949,G,True,False,False,8.08,812,319,1130,9.51
R005215,2026-02-05,2026,2,2026-02,Lichtenrade,Tempelhof-Schöneberg,low,1_room,1,35.4,3,4,post_war_1949_1990,F,False,True,False,12.6,309,135,443,8.71
R005216,2023-02-11,2023,2,2023-02,Rummelsburg,Lichtenberg,medium,4_room,4,94.1,7,8,new_post_2010,A_plus,True,False,True,8.7,1505,342,1847,16.0
R005217,2022-01-05,2022,1,2022-01,Nikolassee,Steglitz-Zehlendorf,high,2_room,2,56.6,5,8,altbau_pre_1949,G,False,False,False,15.11,755,172,928,13.36
R005218,2022-03-25,2022,3,2022-03,Lichtenrade,Tempelhof-Schöneberg,low,3_room,3,102.4,1,4,post_war_1949_1990,D,True,True,False,13.42,749,271,1020,7.32
R005219,2024-03-16,2024,3,2024-03,Gatow,Spandau,medium,4_room,4,102.4,0,5,altbau_pre_1949,F,False,False,True,15.08,969,347,1316,9.46
R005220,2020-11-01,2020,11,2020-11,Rudow,Neukölln,low,3_room,3,69.8,5,5,modern_1990_2010,A,True,True,False,12.02,624,278,902,8.94
R005221,2020-08-13,2020,8,2020-08,Wedding,Mitte,medium,2_room,2,73.0,3,3,altbau_pre_1949,E,False,False,False,4.27,745,263,1008,10.2
R005222,2024-02-23,2024,2,2024-02,Mariendorf,Tempelhof-Schöneberg,medium,4_room,4,100.5,1,5,altbau_pre_1949,D,True,True,False,9.14,1259,385,1643,12.52
R005223,2020-03-26,2020,3,2020-03,Rummelsburg,Lichtenberg,medium,4_room,4,77.6,3,3,post_war_1949_1990,F,False,False,False,7.44,531,248,779,6.84
R005224,2025-10-16,2025,10,2025-10,Rummelsburg,Lichtenberg,medium,3_room,3,83.8,1,5,altbau_pre_1949,G,True,True,False,7.71,902,334,1237,10.76
R005225,2026-01-31,2026,1,2026-01,Weißensee,Pankow,medium,1_room,1,50.8,6,6,altbau_pre_1949,E,False,False,False,6.69,931,145,1076,18.33
R005226,2024-09-06,2024,9,2024-09,Westend,Charlottenburg-Wilmersdorf,high,2_room,2,60.5,0,3,altbau_pre_1949,E,False,False,False,7.22,1124,178,1303,18.59
R005227,2024-05-08,2024,5,2024-05,Frohnau,Reinickendorf,medium,3_room,3,92.0,0,6,post_war_1949_1990,F,True,True,False,14.64,889,327,1217,9.66
R005228,2025-08-13,2025,8,2025-08,Kladow,Spandau,medium,2_room,2,48.6,0,6,modern_1990_2010,D,True,False,False,16.16,684,134,818,14.09
R005229,2023-11-22,2023,11,2023-11,Tegel,Reinickendorf,medium,2_room,2,60.7,1,4,new_post_2010,A_plus,True,True,False,9.2,995,231,1225,16.38
R005230,2020-09-04,2020,9,2020-09,Falkenhagener Feld,Spandau,low,3_room,3,76.0,0,5,modern_1990_2010,F,True,True,False,12.23,479,271,750,6.3
R005231,2025-03-29,2025,3,2025-03,Friedenau,Tempelhof-Schöneberg,high,3_room,3,85.1,1,8,modern_1990_2010,E,True,False,False,6.87,1755,264,2018,20.63
R005232,2022-03-13,2022,3,2022-03,Rummelsburg,Lichtenberg,medium,5_room_plus,5,165.8,3,4,post_war_1949_1990,E,False,True,False,6.94,1628,499,2127,9.82
R005233,2022-11-16,2022,11,2022-11,Heiligensee,Reinickendorf,medium,1_room,1,23.7,1,8,altbau_pre_1949,H,False,True,True,14.77,229,109,338,9.67
R005234,2020-11-15,2020,11,2020-11,Konradshöhe,Reinickendorf,medium,1_room,1,47.5,0,4,post_war_1949_1990,E,False,True,False,14.31,389,142,531,8.18
R005235,2021-07-27,2021,7,2021-07,Wedding,Mitte,medium,4_room,4,110.4,0,4,modern_1990_2010,A,True,True,False,3.76,1356,390,1746,12.28
R005236,2020-09-12,2020,9,2020-09,Weißensee,Pankow,medium,5_room_plus,5,84.4,0,5,modern_1990_2010,A,True,True,False,7.73,922,289,1211,10.92
R005237,2022-06-30,2022,6,2022-06,Siemensstadt,Spandau,low,3_room,3,74.4,2,4,altbau_pre_1949,E,False,True,False,8.32,601,275,876,8.08
R005238,2020-08-25,2020,8,2020-08,Hermsdorf,Reinickendorf,medium,3_room,3,94.3,4,6,new_post_2010,A,True,True,True,12.2,840,268,1109,8.9
R005239,2025-03-24,2025,3,2025-03,Gatow,Spandau,medium,2_room,2,59.5,0,5,modern_1990_2010,C,False,False,True,12.69,638,208,845,10.71
R005240,2020-01-19,2020,1,2020-01,Niederschönhausen,Pankow,medium,3_room,3,97.1,4,5,modern_1990_2010,F,True,False,False,6.49,853,243,1096,8.78
R005241,2020-03-25,2020,3,2020-03,Karlshorst,Lichtenberg,medium,3_room,3,104.4,3,5,post_war_1949_1990,E,True,True,False,11.42,584,357,941,5.6
R005242,2020-06-08,2020,6,2020-06,Reinickendorf (Ort),Reinickendorf,low,3_room,3,83.7,0,5,altbau_pre_1949,F,False,True,False,6.02,529,261,790,6.32
R005243,2021-04-27,2021,4,2021-04,Halensee,Charlottenburg-Wilmersdorf,high,4_room,4,82.6,2,3,post_war_1949_1990,F,False,True,False,5.98,1144,277,1421,13.84
R005244,2021-12-09,2021,12,2021-12,Nikolassee,Steglitz-Zehlendorf,high,3_room,3,100.0,4,6,post_war_1949_1990,F,True,True,False,15.32,1677,293,1970,16.77
R005245,2025-03-28,2025,3,2025-03,Falkenberg,Lichtenberg,low,3_room,3,62.4,3,6,post_war_1949_1990,D,True,True,True,12.31,462,233,695,7.41
R005246,2022-07-07,2022,7,2022-07,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,73.4,2,3,post_war_1949_1990,D,False,True,False,17.63,532,275,807,7.25
R005247,2025-07-17,2025,7,2025-07,Prenzlauer Berg,Pankow,high,2_room,2,61.0,0,4,new_post_2010,A_plus,True,True,False,4.08,1846,172,2019,30.29
R005248,2020-01-07,2020,1,2020-01,Buckow,Neukölln,low,2_room,2,45.2,3,5,post_war_1949_1990,A,False,True,False,10.26,418,152,570,9.24
R005249,2024-07-10,2024,7,2024-07,Konradshöhe,Reinickendorf,medium,1_room,1,36.8,2,6,post_war_1949_1990,D,True,True,False,15.16,420,134,554,11.41
R005250,2024-11-24,2024,11,2024-11,Köpenick (Ort),Treptow-Köpenick,medium,4_room,4,105.5,1,3,altbau_pre_1949,F,False,True,False,15.66,1336,264,1600,12.66
R005251,2020-05-13,2020,5,2020-05,Friedrichshagen,Treptow-Köpenick,medium,3_room,3,92.7,4,4,altbau_pre_1949,F,False,True,False,18.77,1082,235,1317,11.67
R005252,2021-05-14,2021,5,2021-05,Borsigwalde,Reinickendorf,low,1_room,1,26.1,5,6,post_war_1949_1990,G,True,True,False,10.66,176,96,272,6.75
R005253,2025-12-21,2025,12,2025-12,Kreuzberg,Friedrichshain-Kreuzberg,high,4_room,4,125.5,0,5,post_war_1949_1990,E,True,True,True,2.35,1733,497,2231,13.81
R005254,2023-11-14,2023,11,2023-11,Weißensee,Pankow,medium,1_room,1,27.4,4,4,altbau_pre_1949,F,False,False,False,8.08,428,95,523,15.62
R005255,2020-11-17,2020,11,2020-11,Biesdorf,Marzahn-Hellersdorf,low,2_room,2,54.2,7,8,modern_1990_2010,B,True,True,False,11.96,443,191,635,8.18
R005256,2023-11-07,2023,11,2023-11,Pankow (Ort),Pankow,medium,2_room,2,43.9,3,4,altbau_pre_1949,C,False,True,False,6.55,771,231,1002,17.59
R005257,2025-09-17,2025,9,2025-09,Mariendorf,Tempelhof-Schöneberg,medium,5_room_plus,5,215.7,0,5,new_post_2010,A_plus,False,False,False,9.41,4436,652,5087,20.57
R005258,2021-10-18,2021,10,2021-10,Lichterfelde,Steglitz-Zehlendorf,medium,3_room,3,94.1,7,8,post_war_1949_1990,E,True,False,False,10.78,1170,324,1494,12.43
R005259,2023-03-30,2023,3,2023-03,Grunewald,Charlottenburg-Wilmersdorf,high,3_room,3,105.8,5,8,post_war_1949_1990,F,False,False,True,9.19,1570,419,1988,14.84
R005260,2020-11-20,2020,11,2020-11,Treptow,Treptow-Köpenick,medium,2_room,2,52.5,2,6,post_war_1949_1990,E,True,False,False,6.19,499,184,682,9.51
R005261,2021-11-20,2021,11,2021-11,Gesundbrunnen,Mitte,medium,3_room,3,63.7,5,5,altbau_pre_1949,F,False,True,False,4.41,586,167,753,9.21
R005262,2024-06-23,2024,6,2024-06,Steglitz,Steglitz-Zehlendorf,medium,2_room,2,51.7,0,8,post_war_1949_1990,E,True,True,False,6.69,690,162,852,13.33
R005263,2020-05-10,2020,5,2020-05,Wilmersdorf,Charlottenburg-Wilmersdorf,high,3_room,3,94.9,6,6,post_war_1949_1990,E,True,True,False,4.89,1522,249,1770,16.03
R005264,2020-03-03,2020,3,2020-03,Schöneberg,Tempelhof-Schöneberg,high,3_room,3,76.2,2,4,altbau_pre_1949,H,False,True,False,3.76,952,206,1158,12.5
R005265,2021-07-14,2021,7,2021-07,Zehlendorf,Steglitz-Zehlendorf,high,3_room,3,82.1,1,3,new_post_2010,A,True,False,False,12.02,1475,284,1759,17.97
R005266,2021-04-02,2021,4,2021-04,Buckow,Neukölln,low,3_room,3,89.6,2,3,modern_1990_2010,B,True,True,False,10.66,818,231,1049,9.13
R005267,2022-03-10,2022,3,2022-03,Friedrichsfelde,Lichtenberg,low,2_room,2,52.0,3,3,altbau_pre_1949,H,False,True,True,9.0,353,168,520,6.78
R005268,2025-06-18,2025,6,2025-06,Steglitz,Steglitz-Zehlendorf,medium,4_room,4,84.1,4,4,post_war_1949_1990,E,True,False,False,7.38,1161,333,1494,13.81
R005269,2023-07-29,2023,7,2023-07,Hermsdorf,Reinickendorf,medium,2_room,2,48.8,1,4,post_war_1949_1990,F,True,True,False,10.99,343,199,542,7.03
R005270,2026-03-02,2026,3,2026-03,Lichterfelde,Steglitz-Zehlendorf,medium,3_room,3,78.6,1,3,modern_1990_2010,C,True,True,False,10.44,1327,222,1548,16.88
R005271,2023-02-14,2023,2,2023-02,Marienfelde,Tempelhof-Schöneberg,low,2_room,2,61.8,2,5,post_war_1949_1990,D,True,False,False,11.25,471,282,753,7.62
R005272,2024-08-05,2024,8,2024-08,Friedenau,Tempelhof-Schöneberg,high,2_room,2,48.4,1,5,modern_1990_2010,E,True,False,False,4.84,948,172,1120,19.6
R005273,2025-12-09,2025,12,2025-12,Schmargendorf,Charlottenburg-Wilmersdorf,high,5_room_plus,5,149.5,0,6,post_war_1949_1990,F,False,True,False,7.67,2584,457,3041,17.29
R005274,2023-01-31,2023,1,2023-01,Buckow,Neukölln,low,1_room,1,36.6,3,5,altbau_pre_1949,D,False,False,False,10.46,318,164,482,8.69
R005275,2024-01-24,2024,1,2024-01,Rudow,Neukölln,low,1_room,1,38.2,1,4,post_war_1949_1990,G,True,True,False,12.78,413,138,551,10.81
R005276,2021-06-28,2021,6,2021-06,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,3_room,3,91.8,1,4,post_war_1949_1990,D,False,True,False,6.57,902,257,1159,9.82
R005277,2025-02-22,2025,2,2025-02,Marienfelde,Tempelhof-Schöneberg,low,2_room,2,59.0,3,8,post_war_1949_1990,B,True,False,False,10.75,702,207,909,11.9
R005278,2021-02-09,2021,2,2021-02,Tiergarten,Mitte,high,3_room,3,91.5,0,4,altbau_pre_1949,F,False,False,False,2.46,1898,316,2213,20.75
R005279,2025-06-29,2025,6,2025-06,Friedrichsfelde,Lichtenberg,low,2_room,2,63.8,0,6,post_war_1949_1990,F,False,True,False,9.99,732,230,962,11.49
R005280,2025-09-15,2025,9,2025-09,Schmargendorf,Charlottenburg-Wilmersdorf,high,3_room,3,95.3,1,3,post_war_1949_1990,D,False,True,False,8.56,1760,258,2017,18.46
R005281,2023-04-11,2023,4,2023-04,Schöneberg,Tempelhof-Schöneberg,high,2_room,2,54.0,1,3,post_war_1949_1990,C,False,False,False,5.81,634,211,845,11.75
R005282,2020-01-28,2020,1,2020-01,Buckow,Neukölln,low,3_room,3,92.9,0,5,altbau_pre_1949,F,False,False,False,9.99,800,343,1143,8.61
R005283,2023-10-07,2023,10,2023-10,Biesdorf,Marzahn-Hellersdorf,low,5_room_plus,5,137.7,3,4,post_war_1949_1990,E,False,False,False,12.6,850,573,1423,6.18
R005284,2020-12-30,2020,12,2020-12,Hellersdorf,Marzahn-Hellersdorf,low,1_room,1,41.0,1,5,new_post_2010,A,True,True,False,14.66,280,114,395,6.84
R005285,2023-11-26,2023,11,2023-11,Köpenick (Ort),Treptow-Köpenick,medium,1_room,1,21.2,2,4,altbau_pre_1949,H,False,False,False,15.77,162,93,255,7.64
R005286,2021-09-14,2021,9,2021-09,Friedrichsfelde,Lichtenberg,low,1_room,1,20.0,3,5,modern_1990_2010,D,True,False,False,10.06,207,72,279,10.35
R005287,2024-12-30,2024,12,2024-12,Wilmersdorf,Charlottenburg-Wilmersdorf,high,3_room,3,52.5,2,4,post_war_1949_1990,D,False,True,False,5.25,1013,202,1215,19.3
R005288,2024-04-05,2024,4,2024-04,Frohnau,Reinickendorf,medium,1_room,1,23.6,3,8,altbau_pre_1949,G,True,True,False,14.16,315,63,378,13.34
R005289,2023-08-11,2023,8,2023-08,Niederschönhausen,Pankow,medium,3_room,3,82.4,1,4,modern_1990_2010,C,False,True,True,6.06,1473,373,1846,17.88
R005290,2025-02-01,2025,2,2025-02,Märkisches Viertel,Reinickendorf,low,3_room,3,42.2,4,4,modern_1990_2010,E,False,False,False,10.0,377,107,484,8.93
R005291,2020-10-29,2020,10,2020-10,Westend,Charlottenburg-Wilmersdorf,high,1_room,1,45.0,2,3,altbau_pre_1949,E,False,False,False,8.39,515,118,633,11.45
R005292,2020-07-15,2020,7,2020-07,Hohenschönhausen,Lichtenberg,low,3_room,3,75.4,3,6,modern_1990_2010,E,True,True,False,9.5,597,194,791,7.92
R005293,2020-07-28,2020,7,2020-07,Wannsee,Steglitz-Zehlendorf,high,4_room,4,139.6,1,5,altbau_pre_1949,H,False,True,False,17.7,1901,433,2334,13.62
R005294,2024-03-11,2024,3,2024-03,Hellersdorf,Marzahn-Hellersdorf,low,2_room,2,56.8,3,3,post_war_1949_1990,F,False,True,False,16.63,272,198,470,4.79
R005295,2021-11-26,2021,11,2021-11,Wartenberg,Lichtenberg,low,1_room,1,30.6,6,8,modern_1990_2010,D,True,False,False,12.32,182,110,293,5.96
R005296,2020-09-04,2020,9,2020-09,Alt-Treptow,Treptow-Köpenick,medium,2_room,2,66.5,3,5,altbau_pre_1949,H,False,True,False,5.4,599,250,849,9.02
R005297,2023-08-12,2023,8,2023-08,Grünau,Treptow-Köpenick,medium,3_room,3,88.4,1,5,post_war_1949_1990,F,True,False,False,16.69,937,471,1408,10.61
R005298,2021-01-05,2021,1,2021-01,Borsigwalde,Reinickendorf,low,3_room,3,79.6,4,5,post_war_1949_1990,G,True,False,True,8.53,406,222,628,5.1
R005299,2025-02-17,2025,2,2025-02,Britz,Neukölln,low,3_room,3,115.9,0,5,altbau_pre_1949,F,True,False,False,9.47,1533,390,1923,13.22
R005300,2022-07-24,2022,7,2022-07,Alt-Treptow,Treptow-Köpenick,medium,3_room,3,99.2,3,4,altbau_pre_1949,F,False,False,True,5.43,1286,375,1660,12.96
R005301,2021-04-25,2021,4,2021-04,Buckow,Neukölln,low,2_room,2,55.4,0,5,altbau_pre_1949,D,False,True,False,10.24,459,171,629,8.28
R005302,2024-09-13,2024,9,2024-09,Moabit,Mitte,medium,4_room,4,119.8,8,8,modern_1990_2010,B,True,False,False,2.78,2853,434,3287,23.82
R005303,2022-04-12,2022,4,2022-04,Konradshöhe,Reinickendorf,medium,4_room,4,104.9,4,4,post_war_1949_1990,D,False,True,False,13.73,971,402,1373,9.26
R005304,2020-04-29,2020,4,2020-04,Weißensee,Pankow,medium,3_room,3,70.8,5,8,altbau_pre_1949,E,False,True,False,7.52,1012,210,1222,14.29
R005305,2024-07-31,2024,7,2024-07,Spandau (Ort),Spandau,low,3_room,3,77.3,2,3,post_war_1949_1990,G,False,False,False,13.55,601,230,831,7.78
R005306,2024-06-11,2024,6,2024-06,Grunewald,Charlottenburg-Wilmersdorf,high,3_room,3,84.1,2,5,post_war_1949_1990,E,True,False,False,9.07,2004,278,2282,23.84
R005307,2021-06-15,2021,6,2021-06,Blankenburg,Pankow,low,3_room,3,83.2,1,6,altbau_pre_1949,E,False,True,False,10.05,871,325,1196,10.47
R005308,2021-10-30,2021,10,2021-10,Köpenick (Ort),Treptow-Köpenick,medium,1_room,1,42.5,5,6,modern_1990_2010,E,True,True,False,14.37,372,168,540,8.76
R005309,2022-02-09,2022,2,2022-02,Schöneberg,Tempelhof-Schöneberg,high,3_room,3,82.7,4,5,post_war_1949_1990,C,True,False,True,4.25,1492,303,1796,18.04
R005310,2024-05-29,2024,5,2024-05,Staaken,Spandau,low,2_room,2,61.2,3,6,post_war_1949_1990,D,True,True,False,15.55,373,201,573,6.08
R005311,2025-04-01,2025,4,2025-04,Hellersdorf,Marzahn-Hellersdorf,low,2_room,2,66.1,0,6,altbau_pre_1949,C,True,True,False,14.75,385,230,615,5.83
R005312,2023-05-23,2023,5,2023-05,Gropiusstadt,Neukölln,low,2_room,2,60.1,1,3,modern_1990_2010,E,True,False,False,13.11,543,221,764,9.03
R005313,2023-09-29,2023,9,2023-09,Hansaviertel,Mitte,high,3_room,3,81.2,2,4,altbau_pre_1949,E,False,True,True,1.62,2385,343,2728,29.36
R005314,2020-04-30,2020,4,2020-04,Lichterfelde,Steglitz-Zehlendorf,medium,1_room,1,30.4,1,5,post_war_1949_1990,E,False,False,False,10.7,268,112,380,8.81
R005315,2022-11-20,2022,11,2022-11,Tempelhof,Tempelhof-Schöneberg,medium,3_room,3,68.6,0,4,post_war_1949_1990,F,True,True,True,5.06,715,262,977,10.42
R005316,2022-05-01,2022,5,2022-05,Moabit,Mitte,medium,4_room,4,116.6,0,5,altbau_pre_1949,E,True,False,True,3.9,1496,325,1821,12.83
R005317,2021-04-24,2021,4,2021-04,Niederschönhausen,Pankow,medium,3_room,3,75.9,3,6,altbau_pre_1949,D,False,False,False,6.51,731,213,944,9.63
R005318,2026-02-01,2026,2,2026-02,Malchow,Lichtenberg,low,2_room,2,54.7,0,4,post_war_1949_1990,B,True,True,False,9.97,574,196,769,10.5
R005319,2023-02-26,2023,2,2023-02,Mitte (Ort),Mitte,high,5_room_plus,5,121.2,1,4,altbau_pre_1949,E,False,False,False,1.33,2910,506,3416,24.01
R005320,2022-02-16,2022,2,2022-02,Gropiusstadt,Neukölln,low,5_room_plus,5,119.6,6,6,post_war_1949_1990,C,True,True,False,11.85,869,460,1329,7.27
R005321,2022-01-14,2022,1,2022-01,Friedrichsfelde,Lichtenberg,low,2_room,2,68.1,4,4,post_war_1949_1990,G,True,False,False,8.79,437,187,625,6.42
R005322,2022-11-06,2022,11,2022-11,Karlshorst,Lichtenberg,medium,2_room,2,59.1,1,4,post_war_1949_1990,E,True,True,True,10.72,494,275,769,8.36
R005323,2020-02-12,2020,2,2020-02,Lichtenrade,Tempelhof-Schöneberg,low,1_room,1,36.6,1,4,post_war_1949_1990,D,False,False,True,13.55,238,120,359,6.51
R005324,2021-12-01,2021,12,2021-12,Hansaviertel,Mitte,high,3_room,3,50.4,2,3,new_post_2010,A,True,False,False,2.16,1097,201,1299,21.76
R005325,2023-07-05,2023,7,2023-07,Heiligensee,Reinickendorf,medium,2_room,2,56.8,3,5,post_war_1949_1990,E,False,False,False,14.14,597,237,834,10.52
R005326,2021-06-06,2021,6,2021-06,Karlshorst,Lichtenberg,medium,3_room,3,76.8,4,4,post_war_1949_1990,C,False,False,False,11.61,572,264,836,7.45
R005327,2024-05-04,2024,5,2024-05,Wilmersdorf,Charlottenburg-Wilmersdorf,high,2_room,2,58.8,2,5,post_war_1949_1990,D,False,True,False,5.84,1480,223,1703,25.15
R005328,2022-09-02,2022,9,2022-09,Hansaviertel,Mitte,high,3_room,3,80.7,0,5,altbau_pre_1949,G,False,True,False,3.14,1694,356,2049,20.98
R005329,2024-11-12,2024,11,2024-11,Konradshöhe,Reinickendorf,medium,3_room,3,93.4,2,8,post_war_1949_1990,C,False,False,False,16.11,905,343,1248,9.68
R005330,2024-06-07,2024,6,2024-06,Müggelheim,Treptow-Köpenick,low,4_room,4,90.1,2,4,new_post_2010,B,True,True,False,23.87,1585,271,1857,17.6
R005331,2020-02-17,2020,2,2020-02,Kaulsdorf,Marzahn-Hellersdorf,low,4_room,4,82.5,3,5,post_war_1949_1990,G,True,True,False,15.08,408,302,710,4.94
R005332,2025-05-22,2025,5,2025-05,Prenzlauer Berg,Pankow,high,3_room,3,66.2,0,8,altbau_pre_1949,H,True,True,True,4.15,1123,178,1301,16.96
